    Dens   Wtype     ROC HalfROC     Seq  ROCpin  SiCell      iu      iv       t
      HD       0       5       0      27      26     278      14      14       0
      HD       0       5       0      28      27     323      16      17       0
      HD       0       5       0      29      28     301      15      15       0
      HD       0       5       0      30      29     255      13      15       0
      HD       0       5       0      31      30     279      14      15       0
      HD       0       5       0      32      31     302      15      16       0
      HD       0       5       0      33      32     303      15      17       0
      HD       0       5       0      34      33     280      14      16       0
      HD       0       5       0      35      34     322      16      16       0
      HD       0       5       0      36      35     342      17      17       0
      HD       0       5       1       0      36     283      14      19       0
      HD       0       5       1       1      37     306      15      20       0
      HD       0       5       1       2      38     345      17      20       0
      HD       0       5       1       3      39     258      13      18       0
      HD       0       5       1       4      40     282      14      18       0
      HD       0       5       1       5      41     304      15      18       0
      HD       0       5       1       6      42     326      16      20       0
      HD       0       5       1       7      43     325      16      19       0
      HD       0       5       1       8      44     305      15      19       0
      HD       0       5       1       9      45     347      17      22       0
      HD       0       5       1      10      46     327      16      21       0
      HD       0       5       1      11      47     346      17      21       0
      HD       0       5       1      12      48     366      18      23       0
      HD       0       5       1      13      49     384      19      23       0
      HD       0       5       1      14      50     365      18      22       0
      HD       0       5       1      15      51     364      18      21       0
      HD       0       5       1      16      52     383      19      22       0
      HD       0       5       1      17      53     401      20      23       0
      HD       0       5       1      18  CALIB1     382      19      21       1
      HD       0       5       1      19      54     381      19      21       0
      HD       0       5       1      20      55     431      22      23       0
      HD       0       5       1      21      56     417      21      23       0
      HD       0       5       1      22      57     400      20      22       0
      HD       0       5       1      23      58     416      21      22       0
      HD       0       5       1      24      59     430      22      22       0
      HD       0       5       1      25      60     399      20      21       0
      HD       0       5       1      26      61     415      21      21       0
      HD       0       5       1      27      62     444      23      23       0
      HD       0       5       1      28      63     363      18      20       0
      HD       0       5       1      29      64     324      16      18       0
      HD       0       5       1      30      65     344      17      19       0
      HD       0       5       1      31      66     380      19      20       0
      HD       0       5       1      32      67     398      20      20       0
      HD       0       5       1      33      68     343      17      18       0
      HD       0       5       1      34      69     379      19      19       0
      HD       0       5       1      35      70     362      18      19       0
      HD       0       5       1      36      71     361      18      18       0
      LD       3       0       0       0       0      85       7       0       0
      LD       3       0       0       1       1      71       6       0       0
      LD       3       0       0       2       2      72       6       1       0
      LD       3       0       0       3       3      86       7       1       0
      LD       3       0       0       4       4     103       8       0       0
      LD       3       0       0       5       5     104       8       1       0
      LD       3       0       0       6       6     119       9       1       0
      LD       3       0       0       7       7     120       9       2       0
      LD       3       0       0       8       8      -1      -1      -1      -1
      LD       3       0       0       9       9      73       6       2       0
      LD       3       0       0      10      10      74       6       3       0
      LD       3       0       0      11      11      88       7       3       0
      LD       3       0       0      12      12      87       7       2       0
      LD       3       0       0      13      13     105       8       2       0
      LD       3       0       0      14      14     121       9       3       0
      LD       3       0       0      15      15     122       9       4       0
      LD       3       0       0      16      16     106       8       3       0
      LD       3       0       0      17      17      -1      -1      -1      -1
      LD       3       0       0      18  CALIB0      90       7       4       1
      LD       3       0       0      19      18     157      11       9       0
      LD       3       0       0      20      19      75       6       4       0
      LD       3       0       0      21      20      91       7       5       0
      LD       3       0       0      22      21      89       7       4       0
      LD       3       0       0      23      22      76       6       5       0
      LD       3       0       0      24      23     107       8       4       0
      LD       3       0       0      25      24     123       9       5       0
      LD       3       0       0      26      25     124       9       6       0
      LD       3       0       0      27      26     108       8       5       0
      LD       3       0       0      28      27     126       9       8       0
      LD       3       0       0      29      28      77       6       6       0
      LD       3       0       0      30      29      61       5       6       0
      LD       3       0       0      31      30      93       7       7       0
      LD       3       0       0      32      31      92       7       6       0
      LD       3       0       0      33      32     109       8       6       0
      LD       3       0       0      34      33     172      12       8       0
      LD       3       0       0      35      34     142      10       8       0
      LD       3       0       0      36      35     125       9       7       0
      LD       3       0       1       0      36      57       5       2       0
      LD       3       0       1       1      37      45       4       2       0
      LD       3       0       1       2      38      46       4       3       0
      LD       3       0       1       3      39      58       5       3       0
      LD       3       0       1       4      40      43       4       0       0
      LD       3       0       1       5      41      56       5       1       0
      LD       3       0       1       6      42      55       5       0       0
      LD       3       0       1       7      43      44       4       1       0
      LD       3       0       1       8      44      -1      -1      -1      -1
      LD       3       0       1       9      45      20       2       0       0
      LD       3       0       1      10      46      30       3       0       0
      LD       3       0       1      11      47      21       2       1       0
      LD       3       0       1      12      48      31       3       1       0
      LD       3       0       1      13      49       9       1       0       0
      LD       3       0       1      14      50       1       0       0       0
      LD       3       0       1      15      51      10       1       1       0
      LD       3       0       1      16      52       2       0       1       0
      LD       3       0       1      17      53      -1      -1      -1      -1
      LD       3       0       1      18  CALIB1      13       1       3       1
      LD       3       0       1      19      54      -1      -1      -1      -1
      LD       3       0       1      20      55      32       3       2       0
      LD       3       0       1      21      56      33       3       3       0
      LD       3       0       1      22      57      22       2       2       0
      LD       3       0       1      23      58      23       2       3       0
      LD       3       0       1      24      59      11       1       2       0
      LD       3       0       1      25      60       3       0       2       0
      LD       3       0       1      26      61       4       0       3       0
      LD       3       0       1      27      62      12       1       3       0
      LD       3       0       1      28      63      -1      -1      -1      -1
      LD       3       0       1      29      64      24       2       4       0
      LD       3       0       1      30      65      14       1       4       0
      LD       3       0       1      31      66      34       3       4       0
      LD       3       0       1      32      67      35       3       5       0
      LD       3       0       1      33      68      47       4       4       0
      LD       3       0       1      34      69      59       5       4       0
      LD       3       0       1      35      70      48       4       5       0
      LD       3       0       1      36      71      60       5       5       0
      LD       3       1       0       0       0     153      11       5       0
      LD       3       1       0       1       1     138      10       4       0
      LD       3       1       0       2       2     154      11       6       0
      LD       3       1       0       3       3     139      10       5       0
      LD       3       1       0       4       4     137      10       3       0
      LD       3       1       0       5       5     151      11       3       0
      LD       3       1       0       6       6     136      10       2       0
      LD       3       1       0       7       7     152      11       4       0
      LD       3       1       0       8       8      -1      -1      -1      -1
      LD       3       1       0       9       9     168      12       5       0
      LD       3       1       0      10      10     167      12       4       0
      LD       3       1       0      11      11     180      13       5       0
      LD       3       1       0      12      12     181      13       6       0
      LD       3       1       0      13      13     193      14       6       0
      LD       3       1       0      14      14     203      15       7       0
      LD       3       1       0      15      15     194      14       7       0
      LD       3       1       0      16      16     204      15       8       0
      LD       3       1       0      17      17      -1      -1      -1      -1
      LD       3       1       0      18  CALIB0     169      12       5       1
      LD       3       1       0      19      18     185      13      10       0
      LD       3       1       0      20      19     171      12       7       0
      LD       3       1       0      21      20     170      12       6       0
      LD       3       1       0      22      21     182      13       7       0
      LD       3       1       0      23      22     183      13       8       0
      LD       3       1       0      24      23     196      14       9       0
      LD       3       1       0      25      24     195      14       8       0
      LD       3       1       0      26      25     205      15       9       0
      LD       3       1       0      27      26     206      15      10       0
      LD       3       1       0      28      27     207      15      11       0
      LD       3       1       0      29      28     141      10       7       0
      LD       3       1       0      30      29     140      10       6       0
      LD       3       1       0      31      30     156      11       8       0
      LD       3       1       0      32      31     155      11       7       0
      LD       3       1       0      33      32     197      14      10       0
      LD       3       1       0      34      33     110       8       7       0
      LD       3       1       0      35      34     184      13       9       0
      LD       3       1       0      36      35     173      12       9       0
      LD       4       0       0       0       0     145      10      11       0
      LD       4       0       0       1       1     159      11      10       0
      LD       4       0       0       2       2     144      10      10       0
      LD       4       0       0       3       3     161      11      11       0
      LD       4       0       0       4       4     198      14      11       0
      LD       4       0       0       5       5     187      13      11       0
      LD       4       0       0       6       6     175      12      11       0
      LD       4       0       0       7       7     174      12      10       0
      LD       4       0       0       8       8      -1      -1      -1      -1
      LD       4       0       0       9       9     199      14      12       0
      LD       4       0       0      10      10     209      15      12       0
      LD       4       0       0      11      11     210      15      13       0
      LD       4       0       0      12      12     200      14      13       0
      LD       4       0       0      13      13     201      14      14       0
      LD       4       0       0      14      14     212      15      15       0
      LD       4       0       0      15      15     211      15      14       0
      LD       4       0       0      16      16     202      14      15       0
      LD       4       0       0      17      17      -1      -1      -1      -1
      LD       4       0       0      18  CALIB0     160      11      10       1
      LD       4       0       0      19      18     186      13      10       0
      LD       4       0       0      20      19     176      12      12       0
      LD       4       0       0      21      20     188      13      12       0
      LD       4       0       0      22      21     189      13      13       0
      LD       4       0       0      23      22     177      12      13       0
      LD       4       0       0      24      23     190      13      14       0
      LD       4       0       0      25      24     192      13      15       0
      LD       4       0       0      26      25     178      12      14       0
      LD       4       0       0      27      26     179      12      15       0
      LD       4       0       0      28      27     208      15      11       0
      LD       4       0       0      29      28     165      11      14       0
      LD       4       0       0      30      29     148      10      14       0
      LD       4       0       0      31      30     150      10      15       0
      LD       4       0       0      32      31     166      11      15       0
      LD       4       0       0      33      32     163      11      13       0
      LD       4       0       0      34      33     147      10      13       0
      LD       4       0       0      35      34     162      11      12       0
      LD       4       0       0      36      35     146      10      12       0
      LD       4       0       1       0      36     143      10       9       0
      LD       4       0       1       1      37     112       8       9       0
      LD       4       0       1       2      38     128       9       9       0
      LD       4       0       1       3      39     111       8       8       0
      LD       4       0       1       4      40      94       7       7       0
      LD       4       0       1       5      41      62       5       6       0
      LD       4       0       1       6      42      95       7       8       0
      LD       4       0       1       7      43      78       6       7       0
      LD       4       0       1       8      44      -1      -1      -1      -1
      LD       4       0       1       9      45     129       9      10       0
      LD       4       0       1      10      46     114       8      11       0
      LD       4       0       1      11      47     113       8      10       0
      LD       4       0       1      12      48     130       9      11       0
      LD       4       0       1      13      49      96       7       9       0
      LD       4       0       1      14      50      79       6       8       0
      LD       4       0       1      15      51      80       6       9       0
      LD       4       0       1      16      52      97       7      10       0
      LD       4       0       1      17      53      -1      -1      -1      -1
      LD       4       0       1      18  CALIB1     149      10      14       1
      LD       4       0       1      19      54      -1      -1      -1      -1
      LD       4       0       1      20      55      98       7      11       0
      LD       4       0       1      21      56      81       6      10       0
      LD       4       0       1      22      57     100       7      12       0
      LD       4       0       1      23      58      82       6      11       0
      LD       4       0       1      24      59     131       9      12       0
      LD       4       0       1      25      60     133       9      13       0
      LD       4       0       1      26      61     116       8      13       0
      LD       4       0       1      27      62     115       8      12       0
      LD       4       0       1      28      63      -1      -1      -1      -1
      LD       4       0       1      29      64      83       6      12       0
      LD       4       0       1      30      65      84       6      13       0
      LD       4       0       1      31      66     101       7      13       0
      LD       4       0       1      32      67     102       7      14       0
      LD       4       0       1      33      68     117       8      14       0
      LD       4       0       1      34      69     134       9      14       0
      LD       4       0       1      35      70     135       9      15       0
      LD       4       0       1      36      71     118       8      15       0
      LD       4       1       0       0       0      25       2       5       0
      LD       4       1       0       1       1      37       3       6       0
      LD       4       1       0       2       2      15       1       4       0
      LD       4       1       0       3       3      36       3       5       0
      LD       4       1       0       4       4       5       0       4       0
      LD       4       1       0       5       5      17       1       6       0
      LD       4       1       0       6       6       6       0       5       0
      LD       4       1       0       7       7      16       1       5       0
      LD       4       1       0       8       8      -1      -1      -1      -1
      LD       4       1       0       9       9      38       3       7       0
      LD       4       1       0      10      10      26       2       6       0
      LD       4       1       0      11      11      27       2       7       0
      LD       4       1       0      12      12      39       3       8       0
      LD       4       1       0      13      13      50       4       7       0
      LD       4       1       0      14      14      49       4       6       0
      LD       4       1       0      15      15      64       5       8       0
      LD       4       1       0      16      16      63       5       7       0
      LD       4       1       0      17      17      -1      -1      -1      -1
      LD       4       1       0      18  CALIB0      65       5       8       1
      LD       4       1       0      19      18     127       9       8       0
      LD       4       1       0      20      19      51       4       8       0
      LD       4       1       0      21      20      66       5       9       0
      LD       4       1       0      22      21      52       4       9       0
      LD       4       1       0      23      22      67       5      10       0
      LD       4       1       0      24      23      70       5      12       0
      LD       4       1       0      25      24      69       5      11       0
      LD       4       1       0      26      25      54       4      11       0
      LD       4       1       0      27      26      53       4      10       0
      LD       4       1       0      28      27     158      11       9       0
      LD       4       1       0      29      28      28       2       8       0
      LD       4       1       0      30      29      40       3       9       0
      LD       4       1       0      31      30      29       2       9       0
      LD       4       1       0      32      31      42       3      10       0
      LD       4       1       0      33      32       8       0       7       0
      LD       4       1       0      34      33      19       1       8       0
      LD       4       1       0      35      34       7       0       6       0
      LD       4       1       0      36      35      18       1       7       0
      HD       2       0       0       0       0     298      14      19       0
      HD       2       0       0       1       1     273      13      18       0
      HD       2       0       0       2       2     344      16      20       0
      HD       2       0       0       3       3     363      17      20       0
      HD       2       0       0       4       4     321      15      20       0
      HD       2       0       0       5       5     319      15      18       0
      HD       2       0       0       6       6     343      16      19       0
      HD       2       0       0       7       7     297      14      18       0
      HD       2       0       0       8       8     320      15      19       0
      HD       2       0       0       9       9     342      16      18       0
      HD       2       0       0      10      10     361      17      18       0
      HD       2       0       0      11      11     380      18      18       0
      HD       2       0       0      12      12     382      18      19       0
      HD       2       0       0      13      13     362      17      19       0
      HD       2       0       0      14      14     400      19      19       0
      HD       2       0       0      15      15     401      19      20       0
      HD       2       0       0      16      16     419      20      20       0
      HD       2       0       0      17      17     383      18      20       0
      HD       2       0       0      18  CALIB0     385      18      21       1
      HD       2       0       0      19      18     468      23      23       0
      HD       2       0       0      20      19     437      21      21       0
      HD       2       0       0      21      20     402      19      21       0
      HD       2       0       0      22      21     454      22      22       0
      HD       2       0       0      23      22     439      21      23       0
      HD       2       0       0      24      23     438      21      22       0
      HD       2       0       0      25      24     455      22      23       0
      HD       2       0       0      26      25     421      20      22       0
      HD       2       0       0      27      26     420      20      21       0
      HD       2       0       0      28      27     386      18      22       0
      HD       2       0       0      29      28     384      18      21       0
      HD       2       0       0      30      29     345      16      21       0
      HD       2       0       0      31      30     422      20      23       0
      HD       2       0       0      32      31     387      18      23       0
      HD       2       0       0      33      32     403      19      22       0
      HD       2       0       0      34      33     365      17      22       0
      HD       2       0       0      35      34     404      19      23       0
      HD       2       0       0      36      35     364      17      21       0
      HD       2       0       1       0      36     248      12      17       0
      HD       2       0       1       1      37     200      10      17       0
      HD       2       0       1       2      38     249      12      18       0
      HD       2       0       1       3      39     199      10      16       0
      HD       2       0       1       4      40     198      10      15       0
      HD       2       0       1       5      41     201      10      18       0
      HD       2       0       1       6      42     222      11      16       0
      HD       2       0       1       7      43     224      11      18       0
      HD       2       0       1       8      44     223      11      17       0
      HD       2       0       1       9      45     254      12      22       0
      HD       2       0       1      10      46     227      11      21       0
      HD       2       0       1      11      47     252      12      21       0
      HD       2       0       1      12      48     204      10      21       0
      HD       2       0       1      13      49     255      12      23       0
      HD       2       0       1      14      50     228      11      22       0
      HD       2       0       1      15      51     278      13      23       0
      HD       2       0       1      16      52     302      14      23       0
      HD       2       0       1      17      53     277      13      22       0
      HD       2       0       1      18  CALIB1     253      12      21       1
      HD       2       0       1      19      54     251      12      20       0
      HD       2       0       1      20      55     275      13      20       0
      HD       2       0       1      21      56     274      13      19       0
      HD       2       0       1      22      57     299      14      20       0
      HD       2       0       1      23      58     225      11      19       0
      HD       2       0       1      24      59     250      12      19       0
      HD       2       0       1      25      60     202      10      19       0
      HD       2       0       1      26      61     226      11      20       0
      HD       2       0       1      27      62     203      10      20       0
      HD       2       0       1      28      63     366      17      23       0
      HD       2       0       1      29      64     276      13      21       0
      HD       2       0       1      30      65     300      14      21       0
      HD       2       0       1      31      66     301      14      22       0
      HD       2       0       1      32      67     346      16      22       0
      HD       2       0       1      33      68     324      15      23       0
      HD       2       0       1      34      69     322      15      21       0
      HD       2       0       1      35      70     323      15      22       0
      HD       2       0       1      36      71     347      16      23       0
      HD       2       1       0       0       0     315      15      14       0
      HD       2       1       0       1       1     313      15      12       0
      HD       2       1       0       2       2     336      16      13       0
      HD       2       1       0       3       3     314      15      13       0
      HD       2       1       0       4       4     337      16      14       0
      HD       2       1       0       5       5     358      17      15       0
      HD       2       1       0       6       6     359      17      16       0
      HD       2       1       0       7       7     357      17      14       0
      HD       2       1       0       8       8     338      16      15       0
      HD       2       1       0       9       9     340      16      17       0
      HD       2       1       0      10      10     270      13      15       0
      HD       2       1       0      11      11     293      14      15       0
      HD       2       1       0      12      12     339      16      16       0
      HD       2       1       0      13      13     318      15      17       0
      HD       2       1       0      14      14     316      15      15       0
      HD       2       1       0      15      15     317      15      16       0
      HD       2       1       0      16      16     360      17      17       0
      HD       2       1       0      17      17     294      14      16       0
      HD       2       1       0      18  CALIB0     221      11      15       1
      HD       2       1       0      19      18     272      13      17       0
      HD       2       1       0      20      19     196      10      14       0
      HD       2       1       0      21      20     296      14      17       0
      HD       2       1       0      22      21     220      11      15       0
      HD       2       1       0      23      22     247      12      16       0
      HD       2       1       0      24      23     195      10      13       0
      HD       2       1       0      25      24     271      13      16       0
      HD       2       1       0      26      25     219      11      14       0
      HD       2       1       0      27      26     245      12      15       0
      HD       2       1       0      28      27     244      12      14       0
      HD       2       1       0      29      28     194      10      12       0
      HD       2       1       0      30      29     268      13      13       0
      HD       2       1       0      31      30     217      11      12       0
      HD       2       1       0      32      31     292      14      14       0
      HD       2       1       0      33      32     218      11      13       0
      HD       2       1       0      34      33     242      12      12       0
      HD       2       1       0      35      34     243      12      13       0
      HD       2       1       0      36      35     269      13      14       0
      HD       2       1       1       0      36      -1      -1      -1      -1
      HD       2       1       1       1      37      -1      -1      -1      -1
      HD       2       1       1       2      38      -1      -1      -1      -1
      HD       2       1       1       3      39      -1      -1      -1      -1
      HD       2       1       1       4      40      -1      -1      -1      -1
      HD       2       1       1       5      41      -1      -1      -1      -1
      HD       2       1       1       6      42      -1      -1      -1      -1
      HD       2       1       1       7      43      -1      -1      -1      -1
      HD       2       1       1       8      44      -1      -1      -1      -1
      HD       2       1       1       9      45      -1      -1      -1      -1
      HD       2       1       1      10      46      -1      -1      -1      -1
      HD       2       1       1      11      47      -1      -1      -1      -1
      HD       2       1       1      12      48      -1      -1      -1      -1
      HD       2       1       1      13      49      -1      -1      -1      -1
      HD       2       1       1      14      50      -1      -1      -1      -1
      HD       2       1       1      15      51      -1      -1      -1      -1
      HD       2       1       1      16      52      -1      -1      -1      -1
      HD       2       1       1      17      53      -1      -1      -1      -1
      HD       2       1       1      18  CALIB1      -1      -1      -1      -1
      HD       2       1       1      19      54     241      12      11       0
      HD       2       1       1      20      55     289      14      11       0
      HD       2       1       1      21      56     239      12       9       0
      HD       2       1       1      22      57     265      13      10       0
      HD       2       1       1      23      58     266      13      11       0
      HD       2       1       1      24      59     240      12      10       0
      HD       2       1       1      25      60     267      13      12       0
      HD       2       1       1      26      61     291      14      13       0
      HD       2       1       1      27      62     290      14      12       0
      HD       2       1       1      28      63     193      10      11       0
      HD       2       1       1      29      64     191      10       9       0
      HD       2       1       1      30      65     214      11       9       0
      HD       2       1       1      31      66     215      11      10       0
      HD       2       1       1      32      67     216      11      11       0
      HD       2       1       1      33      68     192      10      10       0
      HD       2       1       1      34      69      -1      -1      -1      -1
      HD       2       1       1      35      70      -1      -1      -1      -1
      HD       2       1       1      36      71      -1      -1      -1      -1
      HD       2       2       0       0       0     371      18      10       0
      HD       2       2       0       1       1     409      20      12       0
      HD       2       2       0       2       2     393      19      12       0
      HD       2       2       0       3       3     411      20      13       0
      HD       2       2       0       4       4     372      18      11       0
      HD       2       2       0       5       5     408      20      11       0
      HD       2       2       0       6       6     370      18       9       0
      HD       2       2       0       7       7     391      19      10       0
      HD       2       2       0       8       8     392      19      11       0
      HD       2       2       0       9       9     367      18       6       0
      HD       2       2       0      10      10     390      19       9       0
      HD       2       2       0      11      11     369      18       8       0
      HD       2       2       0      12      12     368      18       7       0
      HD       2       2       0      13      13     407      20      10       0
      HD       2       2       0      14      14     406      20       9       0
      HD       2       2       0      15      15     405      20       8       0
      HD       2       2       0      16      16     389      19       8       0
      HD       2       2       0      17      17     388      19       7       0
      HD       2       2       0      18  CALIB0     426      21      11       1
      HD       2       2       0      19      18     441      22      11       0
      HD       2       2       0      20      19     440      22      10       0
      HD       2       2       0      21      20     424      21      10       0
      HD       2       2       0      22      21     425      21      11       0
      HD       2       2       0      23      22     456      23      11       0
      HD       2       2       0      24      23     423      21       9       0
      HD       2       2       0      25      24     457      23      12       0
      HD       2       2       0      26      25     442      22      12       0
      HD       2       2       0      27      26     458      23      13       0
      HD       2       2       0      28      27     459      23      14       0
      HD       2       2       0      29      28     427      21      12       0
      HD       2       2       0      30      29     429      21      14       0
      HD       2       2       0      31      30     428      21      13       0
      HD       2       2       0      32      31     461      23      16       0
      HD       2       2       0      33      32     445      22      14       0
      HD       2       2       0      34      33     446      22      15       0
      HD       2       2       0      35      34     443      22      13       0
      HD       2       2       0      36      35     460      23      15       0
      HD       2       2       1       0      36     412      20      14       0
      HD       2       2       1       1      37     374      18      12       0
      HD       2       2       1       2      38     395      19      14       0
      HD       2       2       1       3      39     394      19      13       0
      HD       2       2       1       4      40     375      18      13       0
      HD       2       2       1       5      41     414      20      16       0
      HD       2       2       1       6      42     396      19      15       0
      HD       2       2       1       7      43     413      20      15       0
      HD       2       2       1       8      44     376      18      14       0
      HD       2       2       1       9      45     377      18      15       0
      HD       2       2       1      10      46     398      19      17       0
      HD       2       2       1      11      47     416      20      18       0
      HD       2       2       1      12      48     399      19      18       0
      HD       2       2       1      13      49     378      18      16       0
      HD       2       2       1      14      50     417      20      19       0
      HD       2       2       1      15      51     397      19      16       0
      HD       2       2       1      16      52     379      18      17       0
      HD       2       2       1      17      53     415      20      17       0
      HD       2       2       1      18  CALIB1     433      21      17       1
      HD       2       2       1      19      54     467      23      22       0
      HD       2       2       1      20      55     436      21      20       0
      HD       2       2       1      21      56     435      21      19       0
      HD       2       2       1      22      57     434      21      18       0
      HD       2       2       1      23      58     453      22      21       0
      HD       2       2       1      24      59     450      22      19       0
      HD       2       2       1      25      60     466      23      21       0
      HD       2       2       1      26      61     465      23      20       0
      HD       2       2       1      27      62     451      22      20       0
      HD       2       2       1      28      63     463      23      18       0
      HD       2       2       1      29      64     431      21      16       0
      HD       2       2       1      30      65     432      21      17       0
      HD       2       2       1      31      66     448      22      17       0
      HD       2       2       1      32      67     430      21      15       0
      HD       2       2       1      33      68     449      22      18       0
      HD       2       2       1      34      69     447      22      16       0
      HD       2       2       1      35      70     464      23      19       0
      HD       2       2       1      36      71     462      23      17       0
      HD       2       3       0       0       0     330      16       9       0
      HD       2       3       0       1       1     307      15       6       0
      HD       2       3       0       2       2     328      16       7       0
      HD       2       3       0       3       3     308      15       7       0
      HD       2       3       0       4       4     329      16       8       0
      HD       2       3       0       5       5     351      17       8       0
      HD       2       3       0       6       6     353      17      10       0
      HD       2       3       0       7       7     309      15       8       0
      HD       2       3       0       8       8     352      17       9       0
      HD       2       3       0       9       9     333      16      11       0
      HD       2       3       0      10      10     354      17      11       0
      HD       2       3       0      11      11     355      17      12       0
      HD       2       3       0      12      12     356      17      13       0
      HD       2       3       0      13      13     310      15       9       0
      HD       2       3       0      14      14     334      16      12       0
      HD       2       3       0      15      15     331      16      10       0
      HD       2       3       0      16      16     312      15      11       0
      HD       2       3       0      17      17     311      15      10       0
      HD       2       3       0      18  CALIB0     335      16      12       1
      HD       2       3       0      19      18     286      14       9       0
      HD       2       3       0      20      19     288      14      10       0
      HD       2       3       0      21      20     285      14       8       0
      HD       2       3       0      22      21     264      13       9       0
      HD       2       3       0      23      22     263      13       8       0
      HD       2       3       0      24      23     237      12       8       0
      HD       2       3       0      25      24     235      12       6       0
      HD       2       3       0      26      25     236      12       7       0
      HD       2       3       0      27      26     262      13       7       0
      HD       2       3       0      28      27     210      11       5       0
      HD       2       3       0      29      28     212      11       7       0
      HD       2       3       0      30      29     186      10       5       0
      HD       2       3       0      31      30     188      10       7       0
      HD       2       3       0      32      31     211      11       6       0
      HD       2       3       0      33      32     213      11       8       0
      HD       2       3       0      34      33     187      10       6       0
      HD       2       3       0      35      34     190      10       8       0
      HD       2       3       0      36      35     185      10       4       0
      HD       2       3       1       0      36     350      17       7       0
      HD       2       3       1       1      37     326      16       5       0
      HD       2       3       1       2      38     327      16       6       0
      HD       2       3       1       3      39     305      15       5       0
      HD       2       3       1       4      40     349      17       6       0
      HD       2       3       1       5      41     304      15       4       0
      HD       2       3       1       6      42     325      16       4       0
      HD       2       3       1       7      43     303      15       3       0
      HD       2       3       1       8      44     348      17       5       0
      HD       2       3       1       9      45     231      12       2       0
      HD       2       3       1      10      46     281      14       4       0
      HD       2       3       1      11      47     280      14       3       0
      HD       2       3       1      12      48     256      13       1       0
      HD       2       3       1      13      49     258      13       3       0
      HD       2       3       1      14      50     279      14       2       0
      HD       2       3       1      15      51     230      12       1       0
      HD       2       3       1      16      52     257      13       2       0
      HD       2       3       1      17      53     229      12       0       0
      HD       2       3       1      18  CALIB1     306      15       5       1
      HD       2       3       1      19      54     233      12       4       0
      HD       2       3       1      20      55     284      14       7       0
      HD       2       3       1      21      56     232      12       3       0
      HD       2       3       1      22      57     259      13       4       0
      HD       2       3       1      23      58     260      13       5       0
      HD       2       3       1      24      59     282      14       5       0
      HD       2       3       1      25      60     283      14       6       0
      HD       2       3       1      26      61     261      13       6       0
      HD       2       3       1      27      62     234      12       5       0
      HD       2       3       1      28      63     183      10       2       0
      HD       2       3       1      29      64     205      11       0       0
      HD       2       3       1      30      65     206      11       1       0
      HD       2       3       1      31      66     181      10       0       0
      HD       2       3       1      32      67     209      11       4       0
      HD       2       3       1      33      68     182      10       1       0
      HD       2       3       1      34      69     184      10       3       0
      HD       2       3       1      35      70     208      11       3       0
      HD       2       3       1      36      71     207      11       2       0
